Word,Definition,Turkish Translation,Example Sentence,Part of Speech,Related Forms,Synonyms,Antonyms,Collocations,Topic,Lang,Phonetic,Audio,CEFR
disabled,"Having a physical or mental condition that limits movements, senses, or activities",engelli,The building is accessible for disabled people.,"adjective, noun",disables,"handicapped, impaired","abled, capable","disabled access, disabled person",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disabled&tl=en&client=tw-ob,B1
disadvantage,An unfavorable circumstance or condition that reduces the chances of success or effectiveness,dezavantaj,Being short can be a disadvantage in basketball.,"noun, verb",disadvantages,"drawback, obstacle","advantage, benefit","major disadvantage, obvious disadvantage",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disadvantage&tl=en&client=tw-ob,C1
disagree,Have or express a different opinion,katılmamak,I disagree with your opinion.,"verb, noun","disagrees, disagreeing, disagreed","differ, oppose","agree, concur","disagree strongly, disagree completely",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disagree&tl=en&client=tw-ob,B1
disagreement,Lack of consensus or approval,anlaşmazlık,They had a disagreement about the project.,"noun, verb",disagreements,"conflict, dispute","agreement, consensus","serious disagreement, minor disagreement",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disagreement&tl=en&client=tw-ob,C1
disappear,Cease to be visible,gözden kaybolmak,The sun disappeared behind the clouds.,"verb, noun","disappears, disappearing, disappeared","vanish, fade","appear, emerge","suddenly disappear, disappear completely",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disappear&tl=en&client=tw-ob,B2
disappoint,Fail to fulfill the hopes or expectations of,hayal kırıklığına uğratmak,The movie disappointed many fans.,"verb, noun","disappoints, disappointing, disappointed","let down, fail","satisfy, fulfill","bitterly disappoint, disappoint greatly",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disappoint&tl=en&client=tw-ob,B2
disappointed,Sad or displeased because someone or something has failed to fulfill one's hopes or expectations,hayal kırıklığına uğramış,She was disappointed with the test results.,"adjective, verb",disappointedly,"dismayed, disheartened","pleased, satisfied","feel disappointed, deeply disappointed",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disappointed&tl=en&client=tw-ob,C1
disappointing,Failing to fulfill someone's hopes or expectations,hayal kırıklığı yaratan,The game was disappointing.,"adjective, verb",disappointingly,"unsatisfactory, discouraging","satisfactory, fulfilling","very disappointing, quite disappointing",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disappointing&tl=en&client=tw-ob,C1
disappointment,Sadness or displeasure caused by the non-fulfillment of one's hopes or expectations,hayal kırıklığı,His failure was a huge disappointment.,"noun, verb",disappointments,"letdown, setback","satisfaction, fulfillment","huge disappointment, great disappointment",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disappointment&tl=en&client=tw-ob,C1
disapproval,Possession or expression of an unfavorable opinion,onaylamama,She looked at him with disapproval.,"noun, verb",disapprovals,"criticism, dislike","approval, praise","look of disapproval, show disapproval",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disapproval&tl=en&client=tw-ob,B2
disapprove,Have or express an unfavorable opinion about something,onaylamamak,They disapprove of smoking.,"verb, noun","disapproves, disapproving, disapproved","condemn, reject","approve, endorse","strongly disapprove, disapprove of",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disapprove&tl=en&client=tw-ob,B2
disapproving,Expressing an unfavorable opinion,onaylamayan,He gave a disapproving glance.,"adjective, verb",disapprovingly,"critical, disfavoring","approving, favorable","disapproving look, disapproving tone",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disapproving&tl=en&client=tw-ob,C1
disaster,"A sudden event, such as an accident or a natural catastrophe, that causes great damage or loss of life",felaket,The earthquake was a disaster.,"noun, verb",disasters,"calamity, catastrophe","miracle, blessing","natural disaster, disaster relief",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disaster&tl=en&client=tw-ob,B1
disc,"A flat, thin, round object",disk,She inserted the disc into the computer.,"noun, verb",discs,"plate, platter",none,"compact disc, insert disc",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disc&tl=en&client=tw-ob,A1
discipline,"The practice of training people to obey rules or a code of behavior, using punishment to correct disobedience",disiplin,The school enforces strict discipline.,"noun, verb",disciplines,"control, training","chaos, disorder","strict discipline, self-discipline",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=discipline&tl=en&client=tw-ob,B2
discount,A deduction from the usual cost of something,indirim,The store offers a discount on all items.,"noun, verb","discounts, discounting, discounted","reduction, rebate","surcharge, premium","offer a discount, discount price",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=discount&tl=en&client=tw-ob,B1
discover,Find (something or someone) unexpectedly or in the course of a search,keşfetmek,She discovered a hidden talent for painting.,"verb, noun","discovers, discovering, discovered","uncover, find","lose, overlook","discover a new species, discover a talent",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=discover&tl=en&client=tw-ob,B1
discovery,The action or process of discovering or being discovered,keşif,The discovery of the new element was groundbreaking.,"noun, verb",discoveries,"revelation, finding","loss, concealment","scientific discovery, major discovery",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=discovery&tl=en&client=tw-ob,B2
discuss,Talk about (something) with another person or group of people,tartışmak,They discussed the plan in detail.,"verb, noun","discusses, discussing, discussed","debate, converse","ignore, neglect","discuss in detail, discuss openly",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=discuss&tl=en&client=tw-ob,B1
discussion,The action or process of talking about something,tartışma,The discussion lasted for hours.,"noun, verb",discussions,"conversation, dialogue","agreement, consensus","open discussion, heated discussion",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=discussion&tl=en&client=tw-ob,B2
disease,"A disorder of structure or function in a human, animal, or plant, especially one that produces specific signs or symptoms or that affects a specific location and is not simply a direct result of physical injury",hastalık,He suffers from a rare disease.,"noun, verb",diseases,"illness, ailment","health, wellness","infectious disease, chronic disease",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disease&tl=en&client=tw-ob,B1
disgust,A feeling of revulsion or strong disapproval aroused by something unpleasant or offensive,iğrenme,She looked at the trash with disgust.,"noun, verb","disgusts, disgusting, disgusted","revulsion, loathing","attraction, approval","with disgust, express disgust",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disgust&tl=en&client=tw-ob,B1
disgusted,Feeling or expressing revulsion or strong disapproval,iğrenmiş,He was disgusted by the smell.,"adjective, verb",disgustedly,"repulsed, appalled","pleased, delighted","disgusted look, disgusted by",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disgusted&tl=en&client=tw-ob,B2
disgusting,Arousing revulsion or strong indignation,iğrenç,The food was disgusting.,"adjective, verb",disgustingly,"revolting, repulsive","pleasant, appealing","absolutely disgusting, find something disgusting",thức ăn,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disgusting&tl=en&client=tw-ob,B2
dish,"A shallow, typically flat-bottomed container for cooking or serving food",tabak,She served the pasta in a large dish.,"noun, verb",dishes,"plate, bowl",none,"serve in a dish, dish up",thức ăn,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=dish&tl=en&client=tw-ob,A1
dishonest,Behaving or prone to behave in an untrustworthy or fraudulent way,dürüst olmayan,He was dishonest about his qualifications.,"adjective, noun",dishonestly,"deceitful, fraudulent","honest, truthful","dishonest behavior, dishonest person",thức ăn,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=dishonest&tl=en&client=tw-ob,B2
dishonestly,"In an untrustworthy, deceitful, or fraudulent manner",dürüst olmayan bir şekilde,She acted dishonestly in the exam.,adverb,dishonesty,"deceitfully, fraudulently","honestly, truthfully","act dishonestly, behave dishonestly",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=dishonestly&tl=en&client=tw-ob,B2
disk,"A flat, thin, round object",disk,She saved the file on a disk.,"noun, verb",disks,"disc, platter",none,"compact disk, magnetic disk",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=disk&tl=en&client=tw-ob,A1
dislike,Feel distaste for or hostility towards,sevmemek,She dislikes eating broccoli.,"verb, noun","dislikes, disliking, disliked","hate, loathe","like, love","strongly dislike, intense dislike",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=dislike&tl=en&client=tw-ob,B1
dismiss,Order or allow to leave; send away,kovmak,The teacher dismissed the class early.,"verb, noun","dismisses, dismissing, dismissed","send away, discharge","accept, keep","dismiss a case, dismiss from",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=dismiss&tl=en&client=tw-ob,B1
display,Make a prominent exhibition of (something) in a place where it can be easily seen,sergilemek,They displayed their artwork at the gallery.,"verb, noun","displays, displaying, displayed","exhibit, show","hide, conceal","public display, impressive display",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=display&tl=en&client=tw-ob,B1
dissolve,With reference to a solid) become or cause to become incorporated into a liquid so as to form a solution,çözmek,The sugar dissolved in the tea.,"verb, noun","dissolves, dissolving, dissolved","melt, liquefy","solidify, coagulate","completely dissolve, dissolve in water",thức ăn,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=dissolve&tl=en&client=tw-ob,B1
distance,An amount of space between two things or people,mesafe,The distance between the two cities is 200 miles.,"noun, verb",distances,"gap, interval","closeness, nearness","long distance, travel distance",khác,en,/ˈdɪs.təns/,https://api.dictionaryapi.dev/media/pronunciations/en/distance-us.mp3,B1
distinguish,Recognize or treat (someone or something) as different,ayırmak,He can distinguish between different musical notes.,"verb, noun","distinguishes, distinguishing, distinguished","differentiate, discern","confuse, mix up","distinguish between, easily distinguish",văn hóa,en,/dɪsˈtɪŋɡwɪʃ/,https://api.dictionaryapi.dev/media/pronunciations/en/distinguish-us.mp3,B2
distribute,Give shares of (something); deal out,dağıtmak,They distribute food to the homeless.,"verb, noun","distributes, distributing, distributed","dispense, allocate","collect, gather","distribute evenly, distribute among",nghề nghiệp,en,/dɨˈstɹɪbjuːt/,https://api.dictionaryapi.dev/media/pronunciations/en/distribute-us.mp3,B2
district,"An area of a country or city, especially one regarded as a distinct unit because of a particular characteristic",bölge,He lives in the financial district.,"noun, verb",districts,"area, region",none,"business district, school district",du lịch,en,/ˈdɪstɹɪkt/,https://api.dictionaryapi.dev/media/pronunciations/en/district-us.mp3,B1
disturb,"Interrupt the quiet, peace, or order of; unsettle",rahatsız etmek,Please do not disturb the meeting.,"verb, noun","disturbs, disturbing, disturbed","disrupt, unsettle","calm, soothe","disturb the peace, disturb someone",nghề nghiệp,en,/dɪsˈtɜːb/,https://api.dictionaryapi.dev/media/pronunciations/en/disturb-us.mp3,B1
